,订单id,交易id,父交易id,交易金额,错误码,交易类别,交易状态,交易创建日期
1385,7679386655,8335186143,,59.0,,authorization,success,2016-08-22
1386,7679389727,8335189919,,32.0,,authorization,success,2016-08-22
1387,7679300127,8335198495,8335088543,32.0,,capture,success,2016-08-22
1388,7679304863,8335198559,8335093599,32.0,,capture,success,2016-08-22
1389,7679317151,8335199199,8335106975,52.0,,capture,success,2016-08-22
1390,7679324959,8335199647,8335116127,32.0,,capture,success,2016-08-22
1391,7679330143,8335199711,8335122399,52.0,,capture,success,2016-08-22
1392,7679360287,8335199839,8335156831,161.0,,capture,success,2016-08-22
1393,7679373535,8335200479,8335171551,52.0,,capture,success,2016-08-22
1394,7679385631,8335200543,8335184671,102.05,,capture,success,2016-08-22
1395,7679386655,8335200991,8335186143,59.0,,capture,success,2016-08-22
1396,7679389727,8335201311,8335189919,32.0,,capture,success,2016-08-22
1397,7679400031,8335201567,,80.2,,authorization,success,2016-08-22
1398,7679400735,8335202591,,49.0,,authorization,success,2016-08-22
1399,7679412255,8335215391,,42.0,,authorization,success,2016-08-22
1400,7679421663,8335224607,,56.16,,authorization,success,2016-08-22
1401,7679423263,8335226207,,57.0,,authorization,success,2016-08-22
1402,7679423327,8335226591,,52.89,,authorization,success,2016-08-22
1403,7679425887,8335229151,,49.0,,authorization,success,2016-08-22
1404,7679429087,8335232607,,32.0,,authorization,success,2016-08-22
1405,7679438687,8335243231,,97.68,,authorization,success,2016-08-22
1406,7679443807,8335248607,,34.31,,authorization,success,2016-08-22
1407,7679400735,8335250591,8335202591,0.0,,void,success,2016-08-22
1408,7679451935,8335258719,,66.7,,authorization,success,2016-08-22
1409,7679456479,8335263583,,39.0,,authorization,success,2016-08-22
1410,7679457311,8335264351,,52.0,,authorization,success,2016-08-22
1411,7679484895,8335295967,,87.0,,authorization,success,2016-08-22
1412,7679400031,8335298655,8335201567,80.2,,capture,success,2016-08-22
1413,7679412255,8335299103,8335215391,42.0,,capture,success,2016-08-22
1414,7679421663,8335299167,8335224607,56.16,,capture,success,2016-08-22
1415,7679423263,8335299231,8335226207,57.0,,capture,success,2016-08-22
1416,7679423327,8335299679,8335226591,52.89,,capture,success,2016-08-22
1417,7679425887,8335300255,8335229151,49.0,,capture,success,2016-08-22
1418,7679429087,8335300895,8335232607,32.0,,capture,success,2016-08-22
1419,7679438687,8335301151,8335243231,97.68,,capture,success,2016-08-22
1420,7679443807,8335301407,8335248607,34.31,,capture,success,2016-08-22
1421,7679451935,8335301791,8335258719,66.7,,capture,success,2016-08-22
1422,7679456479,8335302175,8335263583,39.0,,capture,success,2016-08-22
1423,7679457311,8335302431,8335264351,52.0,,capture,success,2016-08-22
1424,7679484895,8335303007,8335295967,87.0,,capture,success,2016-08-22
1425,7679493151,8335306207,,84.0,,authorization,success,2016-08-22
1426,7679512479,8335327839,,49.0,,authorization,success,2016-08-22
1427,7679526175,8335341599,,42.0,,authorization,success,2016-08-22
1428,7679544223,8335360415,,250.0,,authorization,success,2016-08-22
1429,7679552671,8335369823,,105.33,,authorization,success,2016-08-22
1430,7679567327,8335385311,,45.24,,authorization,success,2016-08-22
1431,7679590687,8335410207,,86.0,,authorization,success,2016-08-22
1432,7679661215,8335411807,,42.0,incorrect_zip,authorization,failure,2016-08-22
1433,7679645855,8335420767,,65.0,card_declined,authorization,failure,2016-08-22
1434,7679602335,8335422815,,34.31,,authorization,success,2016-08-22
1435,7679645855,8335423007,,65.0,incorrect_zip,authorization,failure,2016-08-22
1436,7679603039,8335423647,,119.0,,authorization,success,2016-08-22
1437,7679605855,8335426591,,193.39,,authorization,success,2016-08-22
1438,7679645855,8335431711,,65.0,incorrect_zip,authorization,failure,2016-08-22
1439,7679645855,8335438431,,65.0,incorrect_zip,authorization,failure,2016-08-22
1440,7679629983,8335451743,,70.37,,authorization,success,2016-08-22
1441,7679641375,8335464031,,109.25,,authorization,success,2016-08-22
1442,7679645855,8335468639,,65.0,,authorization,success,2016-08-22
1443,7679657183,8335480479,,70.37,,authorization,success,2016-08-22
1444,7679661215,8335485215,,42.0,,authorization,success,2016-08-22
1445,7679667487,8335492895,,120.7,,authorization,success,2016-08-22
1446,7679668255,8335493855,,125.0,,authorization,success,2016-08-22
1447,7679674591,8335500639,,93.31,,authorization,success,2016-08-22
1448,7679687199,8335515359,,59.0,,authorization,success,2016-08-22
1449,7679687583,8335515551,,114.0,,authorization,success,2016-08-22
1450,7679694751,8335523679,,126.0,,authorization,success,2016-08-22
1451,7679697695,8335526559,,112.28,,authorization,success,2016-08-22
1452,7679729311,8335559647,,93.31,,authorization,success,2016-08-22
1453,7679733151,8335563743,,74.27,,authorization,success,2016-08-22
1454,7679742175,8335568607,,102.0,card_declined,authorization,failure,2016-08-22
1455,7679742175,8335573343,,102.0,,authorization,success,2016-08-22
1456,7679762975,8335596383,,34.31,,authorization,success,2016-08-22
1457,7679776415,8335609695,,42.0,,authorization,success,2016-08-22
1458,7679786527,8335620383,,143.97,,authorization,success,2016-08-22
1459,7679826783,8335662879,,59.0,,authorization,success,2016-08-22
1460,7679838687,8335675679,,65.0,,authorization,success,2016-08-22
1461,7679849567,8335687263,,59.0,,authorization,success,2016-08-22
1462,7679865823,8335705823,,161.7,,authorization,success,2016-08-22
1463,7679905503,8335750495,,119.83,,authorization,success,2016-08-22
1464,7679919455,8335765791,,93.31,,authorization,success,2016-08-22
1465,7679926559,8335773663,,42.0,,authorization,success,2016-08-22
1466,7679933535,8335780319,,124.55,,authorization,success,2016-08-22
1467,7679948447,8335795167,,158.54,,authorization,success,2016-08-22
1468,7679952863,8335799327,,131.0,,authorization,success,2016-08-22
1469,7679964383,8335813535,,56.16,,authorization,success,2016-08-22
1470,7679985055,8335827743,,74.0,card_declined,authorization,failure,2016-08-22
1471,7679985055,8335838111,,74.0,,authorization,success,2016-08-22
1472,7679989983,8335843103,,86.0,,authorization,success,2016-08-22
1473,7679994143,8335847711,,104.0,,authorization,success,2016-08-22
1474,7680006687,8335860319,,76.7,,authorization,success,2016-08-22
1475,7680011551,8335865055,,86.0,,authorization,success,2016-08-22
1476,7680012895,8335866399,,86.0,,authorization,success,2016-08-22
1477,7680031071,8335885407,,70.37,,authorization,success,2016-08-22
1478,7680041311,8335896863,,156.39,,authorization,success,2016-08-22
1479,7680049247,8335903327,,262.83,incorrect_zip,authorization,failure,2016-08-22
1480,7680049247,8335904991,,262.83,,authorization,success,2016-08-22
1481,7680055903,8335905055,,93.31,,authorization,failure,2016-08-22
1482,7680055903,8335905375,,93.31,,authorization,failure,2016-08-22
1483,7680050143,8335905951,,226.97,,authorization,success,2016-08-22
1484,7680052127,8335908319,,42.0,,authorization,success,2016-08-22
1485,7680053215,8335909599,,69.0,,authorization,success,2016-08-22
1486,7680053919,8335910175,,59.0,,authorization,success,2016-08-22
1487,7680055007,8335911519,,32.0,,authorization,success,2016-08-22
1488,7680055903,8335912415,,93.31,,authorization,success,2016-08-22
1489,7680065119,8335922399,,162.0,,authorization,success,2016-08-22
1490,7680065823,8335922975,,93.31,,authorization,success,2016-08-22
1491,7680070367,8335927327,,70.37,,authorization,success,2016-08-22
1492,7680071839,8335928799,,45.24,,authorization,success,2016-08-22
1493,7680077535,8335934431,,86.0,,authorization,success,2016-08-22
1494,7680079647,8335936479,,70.37,,authorization,success,2016-08-22
1495,7680091807,8335949535,,70.37,,authorization,success,2016-08-22
1496,7680095263,8335953183,,161.69,,authorization,success,2016-08-22
1497,7680097951,8335956127,,111.83,,authorization,success,2016-08-22
1498,7680099167,8335957407,,39.0,,authorization,success,2016-08-22
1499,7680117791,8335979039,,42.0,,authorization,success,2016-08-22
1500,7680127327,8335989407,,32.0,,authorization,success,2016-08-22
1501,7680166751,8336019551,,124.0,,authorization,success,2016-08-22
1502,7680191839,8336041759,,89.0,card_declined,authorization,failure,2016-08-22
1503,7680189599,8336043615,,75.0,,authorization,success,2016-08-22
1504,7680191839,8336046111,,89.0,,authorization,success,2016-08-22
1505,7680192991,8336047519,,56.16,,authorization,success,2016-08-22
1506,7680289887,8336049695,,52.0,card_declined,authorization,failure,2016-08-22
1507,7680198687,8336054367,,32.0,,authorization,success,2016-08-22
1508,7680204831,8336060959,,59.0,,authorization,success,2016-08-22
1509,7680210271,8336068063,,86.0,,authorization,success,2016-08-22
1510,7680223199,8336081503,,45.24,,authorization,success,2016-08-22
1511,7680227359,8336085087,,70.37,,authorization,success,2016-08-22
1512,7680230559,8336089183,,70.37,,authorization,success,2016-08-22
1513,7680273247,8336133471,,93.31,,authorization,success,2016-08-22
1514,7680289887,8336141471,,52.0,,authorization,success,2016-08-22
1515,7680302751,8336144287,,32.0,,authorization,success,2016-08-22
1516,7680345055,8336151839,,59.0,,authorization,success,2016-08-22
1517,7680387551,8336162015,,195.0,,authorization,success,2016-08-22
1518,7680471135,8336175647,,70.37,,authorization,success,2016-08-22
1519,7680483295,8336177631,,69.0,,authorization,success,2016-08-22
1520,7680485471,8336178143,,110.0,,authorization,success,2016-08-22
1521,7680495839,8336180639,,93.31,,authorization,success,2016-08-22
1522,7680515743,8336183583,,81.29,,authorization,success,2016-08-22
1523,7680532959,8336186655,,154.83,,authorization,success,2016-08-22
1524,7680539487,8336187807,,77.0,,authorization,success,2016-08-22
1525,7680589471,8336199007,,78.01,,authorization,success,2016-08-22
1526,7680598751,8336201439,,41.96,,authorization,success,2016-08-22
1527,7680617567,8336204767,,75.0,,authorization,success,2016-08-22
1528,7680628447,8336207071,,123.45,,authorization,success,2016-08-22
1529,7680688479,8336218335,,144.21,,authorization,success,2016-08-22
1530,7680704607,8336221087,,42.0,,authorization,success,2016-08-22
1531,7680737951,8336226015,,65.0,incorrect_zip,authorization,failure,2016-08-22
1532,7680737951,8336228511,,65.0,,authorization,success,2016-08-22
1533,7680750303,8336230815,,70.37,,authorization,success,2016-08-22
1534,7680755295,8336231839,,32.0,,authorization,success,2016-08-22
1535,7680954975,8336272927,,133.29,,authorization,success,2016-08-22
1536,7681108319,8336304735,,120.0,,authorization,success,2016-08-22
1537,7681127583,8336309215,,78.8,,authorization,success,2016-08-22
1538,7681142111,8336312095,,86.0,,authorization,success,2016-08-22
1539,7681187167,8336321631,,86.0,,authorization,success,2016-08-22
1540,7681232991,8336330655,,102.05,,authorization,success,2016-08-22
1541,7681262879,8336336223,,80.83,,authorization,success,2016-08-22
1542,7681389535,8336361695,,63.81,,authorization,success,2016-08-23
1543,7681442847,8336373535,,70.37,,authorization,success,2016-08-23
1544,7681588511,8336401247,,63.81,,authorization,success,2016-08-23
1545,7681640095,8336412575,,59.0,,authorization,success,2016-08-23
1546,7681642079,8336412767,,105.68,,authorization,success,2016-08-23
1547,7681859615,8336465439,,75.0,,authorization,success,2016-08-23
1548,7681897439,8336472671,,59.0,,authorization,success,2016-08-23
1549,7682078815,8336513055,,72.0,,authorization,success,2016-08-23
1550,7682205471,8336539615,,93.7,,authorization,success,2016-08-23
1551,7682235103,8336546015,,112.51,,authorization,success,2016-08-23
1552,7682244127,8336548191,,65.0,,authorization,success,2016-08-23
1553,7682392415,8336583711,,75.0,,authorization,success,2016-08-23
1554,7682537887,8336618975,,160.6,,authorization,success,2016-08-23
1555,7683090143,8336773151,,188.8,,authorization,success,2016-08-23
1556,7683091359,8336773407,,45.24,,authorization,success,2016-08-23
1557,7684423711,8337133599,,42.0,,authorization,success,2016-08-23
1558,7684554655,8337173343,,59.0,,authorization,success,2016-08-23
1559,7685138527,8337355359,,75.0,,authorization,success,2016-08-23
1560,7685173023,8337366047,,99.0,,authorization,success,2016-08-23
1561,7685203487,8337370847,,86.0,incorrect_zip,authorization,failure,2016-08-23
1562,7685203487,8337375455,,86.0,,authorization,success,2016-08-23
1563,7685960543,8337643231,,41.96,,authorization,success,2016-08-23
1564,7686049119,8337719391,,77.83,,authorization,success,2016-08-23
1565,7686212959,8337864095,,110.0,,authorization,success,2016-08-23
1566,7686247583,8337903519,,42.0,,authorization,success,2016-08-23
1567,7677502367,8338056991,8333009439,119.83,,capture,success,2016-08-23
1568,7677517087,8338061407,8333024223,32.0,,capture,success,2016-08-23
1569,7678057055,8338146591,8333660703,59.0,,capture,success,2016-08-23
1570,7686469471,8338150111,,109.25,,authorization,success,2016-08-23
1571,7686469471,8338225503,8338150111,109.25,,capture,success,2016-08-23
1572,7678632799,8338226463,8334581151,109.25,,refund,success,2016-08-23
1573,7680617567,8338228063,8336204767,75.0,,capture,success,2016-08-23
1574,7680628447,8338228575,8336207071,123.45,,capture,success,2016-08-23
1575,7680688479,8338228895,8336218335,144.21,,capture,success,2016-08-23
1576,7680704607,8338229663,8336221087,42.0,,capture,success,2016-08-23
1577,7680737951,8338229983,8336228511,65.0,,capture,success,2016-08-23
1578,7680750303,8338230239,8336230815,70.37,,capture,success,2016-08-23
1579,7680755295,8338230431,8336231839,32.0,,capture,success,2016-08-23
1580,7680954975,8338231071,8336272927,133.29,,capture,success,2016-08-23
1581,7681108319,8338231455,8336304735,120.0,,capture,success,2016-08-23
1582,7681127583,8338232031,8336309215,78.8,,capture,success,2016-08-23
1583,7681142111,8338232351,8336312095,86.0,,capture,success,2016-08-23
1584,7681187167,8338232479,8336321631,86.0,,capture,success,2016-08-23
1585,7681232991,8338232991,8336330655,102.05,,capture,success,2016-08-23
1586,7681262879,8338233247,8336336223,80.83,,capture,success,2016-08-23
1587,7681389535,8338233311,8336361695,63.81,,capture,success,2016-08-23
1588,7681442847,8338233503,8336373535,70.37,,capture,success,2016-08-23
1589,7681588511,8338234207,8336401247,63.81,,capture,success,2016-08-23
1590,7681640095,8338234527,8336412575,59.0,,capture,success,2016-08-23
1591,7681642079,8338234655,8336412767,105.68,,capture,success,2016-08-23
1592,7681859615,8338235423,8336465439,75.0,,capture,success,2016-08-23
1593,7679865823,8338260703,8335705823,161.7,,capture,success,2016-08-23
1594,7681897439,8338235615,8336472671,59.0,,capture,success,2016-08-23
1595,7682078815,8338235935,8336513055,72.0,,capture,success,2016-08-23
1596,7682205471,8338236575,8336539615,93.7,,capture,success,2016-08-23
1597,7682235103,8338237215,8336546015,112.51,,capture,success,2016-08-23
1598,7682244127,8338237343,8336548191,65.0,,capture,success,2016-08-23
1599,7682392415,8338237407,8336583711,75.0,,capture,success,2016-08-23
1600,7682537887,8338237727,8336618975,160.6,,capture,success,2016-08-23
1601,7683090143,8338237919,8336773151,188.8,,capture,success,2016-08-23
1602,7683091359,8338238175,8336773407,45.24,,capture,success,2016-08-23
1603,7684423711,8338238623,8337133599,42.0,,capture,success,2016-08-23
1604,7684554655,8338238751,8337173343,59.0,,capture,success,2016-08-23
1605,7685138527,8338239071,8337355359,75.0,,capture,success,2016-08-23
1606,7685173023,8338239327,8337366047,99.0,,capture,success,2016-08-23
1607,7685203487,8338239391,8337375455,86.0,,capture,success,2016-08-23
1608,7685960543,8338239647,8337643231,41.96,,capture,success,2016-08-23
1609,7686049119,8338240415,8337719391,77.83,,capture,success,2016-08-23
1610,7686212959,8338240543,8337864095,110.0,,capture,success,2016-08-23
1611,7686247583,8338240735,8337903519,42.0,,capture,success,2016-08-23
1612,7680011551,8338241503,8335865055,86.0,,capture,success,2016-08-23
1613,7680012895,8338241695,8335866399,86.0,,capture,success,2016-08-23
1614,7680031071,8338241887,8335885407,70.37,,capture,success,2016-08-23
1615,7680041311,8338242719,8335896863,156.39,,capture,success,2016-08-23
1616,7680049247,8338242783,8335904991,262.83,,capture,success,2016-08-23
1617,7680050143,8338242847,8335905951,226.97,,capture,success,2016-08-23
1618,7680052127,8338243103,8335908319,42.0,,capture,success,2016-08-23
1619,7680053215,8338243487,8335909599,69.0,,capture,success,2016-08-23
1620,7680053919,8338243551,8335910175,59.0,,capture,success,2016-08-23
1621,7680055007,8338244319,8335911519,32.0,,capture,success,2016-08-23
1622,7680055903,8338244383,8335912415,93.31,,capture,success,2016-08-23
1623,7680065119,8338245023,8335922399,162.0,,capture,success,2016-08-23
1624,7680065823,8338246047,8335922975,93.31,,capture,success,2016-08-23
1625,7680071839,8338246303,8335928799,45.24,,capture,success,2016-08-23
1626,7680077535,8338246879,8335934431,86.0,,capture,success,2016-08-23
1627,7680079647,8338247007,8335936479,70.37,,capture,success,2016-08-23
1628,7680091807,8338247327,8335949535,70.37,,capture,success,2016-08-23
1629,7680097951,8338247775,8335956127,111.83,,capture,success,2016-08-23
1630,7680099167,8338247967,8335957407,39.0,,capture,success,2016-08-23
1631,7680117791,8338248031,8335979039,42.0,,capture,success,2016-08-23
1632,7680127327,8338248223,8335989407,32.0,,capture,success,2016-08-23
1633,7680166751,8338249055,8336019551,124.0,,capture,success,2016-08-23
1634,7680189599,8338249503,8336043615,75.0,,capture,success,2016-08-23
1635,7680191839,8338249631,8336046111,89.0,,capture,success,2016-08-23
1636,7680192991,8338249823,8336047519,56.16,,capture,success,2016-08-23
1637,7680198687,8338249887,8336054367,32.0,,capture,success,2016-08-23
1638,7680204831,8338250015,8336060959,59.0,,capture,success,2016-08-23
1639,7680210271,8338250143,8336068063,86.0,,capture,success,2016-08-23
1640,7680223199,8338250335,8336081503,45.24,,capture,success,2016-08-23
1641,7680227359,8338250527,8336085087,70.37,,capture,success,2016-08-23
1642,7680230559,8338250847,8336089183,70.37,,capture,success,2016-08-23
1643,7680273247,8338251103,8336133471,93.31,,capture,success,2016-08-23
1644,7680289887,8338251551,8336141471,52.0,,capture,success,2016-08-23
1645,7680302751,8338251615,8336144287,32.0,,capture,success,2016-08-23
1646,7680345055,8338251743,8336151839,59.0,,capture,success,2016-08-23
1647,7680387551,8338251935,8336162015,195.0,,capture,success,2016-08-23
1648,7680471135,8338251999,8336175647,70.37,,capture,success,2016-08-23
1649,7680483295,8338252063,8336177631,69.0,,capture,success,2016-08-23
1650,7680485471,8338252319,8336178143,110.0,,capture,success,2016-08-23
1651,7680495839,8338252511,8336180639,93.31,,capture,success,2016-08-23
1652,7680515743,8338252575,8336183583,81.29,,capture,success,2016-08-23
1653,7680532959,8338252639,8336186655,154.83,,capture,success,2016-08-23
1654,7680539487,8338253343,8336187807,77.0,,capture,success,2016-08-23
1655,7680589471,8338253663,8336199007,78.01,,capture,success,2016-08-23
1656,7680598751,8338253791,8336201439,41.96,,capture,success,2016-08-23
1657,7679552671,8338254047,8335369823,105.33,,capture,success,2016-08-23
1658,7679567327,8338254111,8335385311,45.24,,capture,success,2016-08-23
1659,7679590687,8338254815,8335410207,86.0,,capture,success,2016-08-23
1660,7679602335,8338255071,8335422815,34.31,,capture,success,2016-08-23
1661,7679603039,8338255583,8335423647,119.0,,capture,success,2016-08-23
1662,7679605855,8338255839,8335426591,193.39,,capture,success,2016-08-23
1663,7679629983,8338255967,8335451743,70.37,,capture,success,2016-08-23
1664,7679641375,8338256223,8335464031,109.25,,capture,success,2016-08-23
1665,7679645855,8338256287,8335468639,65.0,,capture,success,2016-08-23
1666,7679657183,8338256479,8335480479,70.37,,capture,success,2016-08-23
1667,7679661215,8338256543,8335485215,42.0,,capture,success,2016-08-23
1668,7679667487,8338256735,8335492895,120.7,,capture,success,2016-08-23
1669,7679668255,8338256927,8335493855,125.0,,capture,success,2016-08-23
1670,7679674591,8338257375,8335500639,93.31,,capture,success,2016-08-23
1671,7679687199,8338257567,8335515359,59.0,,capture,success,2016-08-23
1672,7679687583,8338257759,8335515551,114.0,,capture,success,2016-08-23
1673,7679694751,8338257887,8335523679,126.0,,capture,success,2016-08-23
1674,7679697695,8338258015,8335526559,112.28,,capture,success,2016-08-23
1675,7679729311,8338258207,8335559647,93.31,,capture,success,2016-08-23
1676,7679733151,8338258975,8335563743,74.27,,capture,success,2016-08-23
1677,7679742175,8338259423,8335573343,102.0,,capture,success,2016-08-23
1678,7679762975,8338259551,8335596383,34.31,,capture,success,2016-08-23
1679,7679776415,8338259615,8335609695,42.0,,capture,success,2016-08-23
1680,7679786527,8338260063,8335620383,143.97,,capture,success,2016-08-23
1681,7679826783,8338260191,8335662879,59.0,,capture,success,2016-08-23
1682,7679838687,8338260319,8335675679,65.0,,capture,success,2016-08-23
1683,7679849567,8338260639,8335687263,59.0,,capture,success,2016-08-23
1684,7679905503,8338261663,8335750495,119.83,,capture,success,2016-08-23
1685,7679919455,8338261727,8335765791,93.31,,capture,success,2016-08-23
1686,7679926559,8338261855,8335773663,42.0,,capture,success,2016-08-23
1687,7679933535,8338261983,8335780319,124.55,,capture,success,2016-08-23
1688,7679948447,8338262239,8335795167,158.54,,capture,success,2016-08-23
1689,7679952863,8338263007,8335799327,131.0,,capture,success,2016-08-23
1690,7679964383,8338263839,8335813535,56.16,,capture,success,2016-08-23
1691,7679985055,8338264351,8335838111,74.0,,capture,success,2016-08-23
1692,7686568159,8338264415,,151.0,,authorization,success,2016-08-23
1693,7679989983,8338264671,8335843103,86.0,,capture,success,2016-08-23
1694,7680006687,8338265183,8335860319,76.7,,capture,success,2016-08-23
1695,7679027679,8338265247,8334783583,79.0,,sale,success,2016-08-23
1696,7679493151,8338265311,8335306207,84.0,,capture,success,2016-08-23
1697,7679512479,8338265631,8335327839,49.0,,capture,success,2016-08-23
1698,7679526175,8338265759,8335341599,42.0,,capture,success,2016-08-23
1699,7679544223,8338266143,8335360415,250.0,,capture,success,2016-08-23
1700,7680191839,8338305247,8338249631,89.0,,refund,success,2016-08-23
1701,7686568159,8338346399,8338264415,151.0,,capture,success,2016-08-23
1702,7686661983,8338371487,,65.0,,authorization,success,2016-08-23
1703,7686730335,8338441695,,42.0,incorrect_cvc,authorization,failure,2016-08-23
1704,7686730335,8338447071,,42.0,,authorization,success,2016-08-23
1705,7686661983,8338506847,8338371487,65.0,,capture,success,2016-08-23
1706,7686730335,8338506911,8338447071,42.0,,capture,success,2016-08-23
1707,7678348191,8338570015,8334006943,86.0,,capture,success,2016-08-23
1708,7677717983,8338595807,8333483231,82.38,,refund,success,2016-08-23
1709,7686930911,8338672991,,108.6,,authorization,success,2016-08-23
1710,7686952223,8338696095,,56.16,,authorization,success,2016-08-23
1711,7687027295,8338771295,,125.98,,authorization,success,2016-08-23
1712,7687038111,8338781535,,113.62,,authorization,success,2016-08-23
1713,7687040159,8338783839,,75.0,,authorization,success,2016-08-23
1714,7686930911,8338858207,8338672991,108.6,,capture,success,2016-08-23
1715,7686952223,8338858335,8338696095,56.16,,capture,success,2016-08-23
1716,7687027295,8338859039,8338771295,125.98,,capture,success,2016-08-23
1717,7687038111,8338859231,8338781535,113.62,,capture,success,2016-08-23
1718,7687040159,8338859423,8338783839,75.0,,capture,success,2016-08-23
1719,7679027679,8338945567,8334783519,119.83,,refund,success,2016-08-23
1720,7679027679,8338945631,8338265247,79.0,,refund,success,2016-08-23
1721,7687317023,8338972575,,63.81,,authorization,failure,2016-08-23
1722,7687302879,8339071199,,58.35,,authorization,success,2016-08-23
1723,7687317023,8339086239,,63.81,,authorization,success,2016-08-23
1724,7677921183,8339103391,8333503135,32.0,,capture,success,2016-08-23
1725,7687302879,8339104351,8339071199,58.35,,capture,success,2016-08-23
1726,7687317023,8339104799,8339086239,63.81,,capture,success,2016-08-23
1727,7687357215,8339132319,,48.52,,authorization,success,2016-08-23
1728,7687357215,8339195103,8339132319,48.52,,capture,success,2016-08-23
1729,7679641375,8339211935,8338256223,109.25,,refund,success,2016-08-23
1730,7687549087,8339346335,,70.37,,authorization,success,2016-08-23
1731,7687573983,8339373471,,244.48,,authorization,success,2016-08-23
1732,7687618591,8339420575,,133.29,,authorization,success,2016-08-23
1733,7687652831,8339458911,,137.66,,authorization,success,2016-08-23
1734,7687678751,8339485727,,59.0,,authorization,success,2016-08-23
1735,7687775071,8339591839,,120.18,,authorization,success,2016-08-23
1736,7688139359,8339993823,,111.83,,authorization,success,2016-08-23
1737,7688140127,8339994527,,42.0,,authorization,success,2016-08-23
1738,7688153503,8340008287,,116.16,,authorization,success,2016-08-23
1739,7688177567,8340036319,,74.74,,authorization,success,2016-08-23
1740,7688200927,8340061471,,42.0,,authorization,success,2016-08-23
1741,7688205663,8340066207,,42.0,,authorization,success,2016-08-23
1742,7690484959,8340105951,,173.16,card_declined,authorization,failure,2016-08-23
1743,7688327903,8340197727,,52.89,,authorization,success,2016-08-23
1744,7688333983,8340205215,,158.0,,authorization,success,2016-08-23
1745,7688343583,8340215903,,42.0,,authorization,success,2016-08-23
1746,7688451295,8340332255,,86.0,,authorization,success,2016-08-23
1747,7688539423,8340428383,,120.0,incorrect_zip,authorization,failure,2016-08-23
1748,7688539423,8340429343,,120.0,,authorization,success,2016-08-23
1749,7688565983,8340458655,,105.0,,authorization,success,2016-08-23
1750,7688716063,8340627935,,49.0,incorrect_zip,authorization,failure,2016-08-23
1751,7688716063,8340629983,,49.0,,authorization,success,2016-08-23
1752,7688827423,8340756191,,70.37,,authorization,success,2016-08-24
1753,7688870367,8340806559,,282.96,,authorization,success,2016-08-24
1754,7680737951,8342267743,8338229983,65.0,,refund,success,2016-08-24
1755,7680095263,8342275487,8335953183,161.69,,capture,success,2016-08-24
1756,7687549087,8342288287,8339346335,70.37,,capture,success,2016-08-24
1757,7687573983,8342288799,8339373471,244.48,,capture,success,2016-08-24
1758,7687618591,8342289311,8339420575,133.29,,capture,success,2016-08-24
1759,7687652831,8342289631,8339458911,137.66,,capture,success,2016-08-24
1760,7687678751,8342289759,8339485727,59.0,,capture,success,2016-08-24
1761,7687775071,8342289887,8339591839,120.18,,capture,success,2016-08-24
1762,7688139359,8342290015,8339993823,111.83,,capture,success,2016-08-24
1763,7688140127,8342290143,8339994527,42.0,,capture,success,2016-08-24
1764,7688153503,8342290207,8340008287,116.16,,capture,success,2016-08-24
1765,7688177567,8342290399,8340036319,74.74,,capture,success,2016-08-24
1766,7688200927,8342290527,8340061471,42.0,,capture,success,2016-08-24
1767,7688205663,8342290719,8340066207,42.0,,capture,success,2016-08-24
1768,7688327903,8342290847,8340197727,52.89,,capture,success,2016-08-24
1769,7688333983,8342290911,8340205215,158.0,,capture,success,2016-08-24
1770,7688343583,8342291743,8340215903,42.0,,capture,success,2016-08-24
1771,7688451295,8342292511,8340332255,86.0,,capture,success,2016-08-24
1772,7688539423,8342292703,8340429343,120.0,,capture,success,2016-08-24
1773,7688565983,8342292831,8340458655,105.0,,capture,success,2016-08-24
1774,7688716063,8342293855,8340629983,49.0,,capture,success,2016-08-24
1775,7688827423,8342293983,8340756191,70.37,,capture,success,2016-08-24
1776,7688870367,8342294303,8340806559,282.96,,capture,success,2016-08-24
1777,7690355359,8342446111,,94.83,,authorization,success,2016-08-24
1778,7690355359,8342549279,8342446111,94.83,,capture,success,2016-08-24
1779,7690484959,8342587167,,173.16,,authorization,success,2016-08-24
1780,7690564127,8342676127,,233.0,,authorization,success,2016-08-24
1781,7678367583,8342745247,8334073375,78.11,,refund,success,2016-08-24
1782,7690683167,8342809055,,206.14,,authorization,success,2016-08-24
1783,7690694047,8342821151,,67.0,,authorization,success,2016-08-24
1784,7690694047,8342821215,8342821151,67.0,,capture,success,2016-08-24
1785,7690694047,8342821279,,35.0,,refund,success,2016-08-24
1786,7678180063,8342824415,8333828127,67.0,,refund,success,2016-08-24
1787,7678158751,8342837663,8333803743,42.0,,refund,success,2016-08-24
1788,7691075167,8343237983,,63.81,,authorization,success,2016-08-24
1789,7691101151,8343264991,,74.74,,authorization,success,2016-08-24
1790,7691115167,8343280351,,65.0,,authorization,success,2016-08-24
1791,7691221151,8343395871,,78.79,,authorization,success,2016-08-24
1792,7680070367,8343426335,8335927327,70.37,,capture,success,2016-08-24
1793,7691263839,8343444447,,107.0,,authorization,success,2016-08-24
1794,7690484959,8343461727,8342587167,173.16,,capture,success,2016-08-24
1795,7690564127,8343462175,8342676127,233.0,,capture,success,2016-08-24
1796,7690683167,8343462303,8342809055,206.14,,capture,success,2016-08-24
1797,7691075167,8343463135,8343237983,63.81,,capture,success,2016-08-24
